"data gatherer","Genus","Species","Family","Realm","Kingdom","Phylum","Class","Order","maximum body size (SVL, HBL, cm)","Source for maximum body size","Trophic position","Source/logic for trophic position","migratory?","source/logic for migration info","dispersal distance category","logic/source for dispersal distance","dispersal type (walking may need to be reworded to something that encaptures slithering)","logic/source for dispersal type","cold season dormancy?","source/logic for cold season dormancy","hot season dormancy?","source/logic for hot season dormancy","highland specialist","Pelagic habitat (for marine species)","source/logic for highland specialist","notes","origGenus","origSpecies","Terrestriality (available for mammals only; see panTHERIA metadata)","pantheria05Genus","pantheria05Species","pantheria93Genus","pantheria93Species","allPantheriaSynonyms05","pantheriaReferences","binaryName","TRY species number (for plants)","notes on body size (e.g. type of metric)","genus_species","limit_type"
"Ignacio","Ameiva","festiva","Teiidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","88.2","Meiri 2008","insectivore","http://eol.org/","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ameiva_festiva","max, min"
"Ignacio","Cnemidophorus","sexlineatus","Teiidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","91","Meiri 2008","insectivore","Conant, R., and J. T. Collins. 1998. A Field Guide to Reptiles and Amphibians of Eastern and Central North America. 3rd ed., Expanded. Houghton Mifflin Co., Boston. 616 pp","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cnemidophorus_sexlineatus","max"
"Ignacio","Varanus","gouldii","Varanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","385.15","Meiri 2008","insectivore, carnivore","King & Green 1979","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Varanus_gouldii","max"
"Ignacio","Varanus","varius","Varanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","570","Meiri 2008","insectivore, carnivore","Weavers 1989","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Varanus_varius","max, min"
"Ignacio","Lepidophyma","flavimaculatum","Xantusiidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","82.4","Meiri 2008","insectivore","Pianka & Vitt 2006","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidophyma_flavimaculatum","max, min"
"Ignacio","Xantusia","henshawi","Xantusiidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","61.67","Meiri 2008","insectivore, omnivore","Brattstorm 1952","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xantusia_henshawi","max"
"Ignacio","Xantusia","riversiana","Xantusiidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","109","Meiri 2008","insectivore, omnivore","Brattstorm 1953","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xantusia_riversiana","max, min"
"Ignacio","Xantusia","vigilis","Xantusiidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","40.95","Meiri 2008","insectivore, omnivore","Brattstorm 1954","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xantusia_vigilis","max, min"
"Adam A","Cyrtodactylus","philippinicus","Gekkonidae","Terrestrial","Animalia","ChordataåÊ","Reptilia","Squamata","9.4","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on climate","No","No info- based on climate","No",NA,"http://www.iucnredlist.org/details/169862/0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyrtodactylus_philippinicus","max"
"Adam A","Lipinia","pulchella","Scincidae","Terrestrial","Animalia","ChordataåÊ","Reptilia","Squamata","5","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on climate","No","No info- based on climate","No",NA,"http://www.iucnredlist.org/details/169869/0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lipinia_pulchella","max"
"Adam A","Parvoscincus","decipiens","Scincidae","Terrestrial","Animalia","ChordataåÊ","Reptilia","Squamata","4.5","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on climate","No","No info- based on climate","No",NA,"Montane but below 1000m according to range map- http://reptile-database.reptarium.cz/species?genus=Parvoscincus&species=decipiens&search_param=%28%28genus%3D%27parvoscincus%27%29%29","synonym for Sphenomorphus_decipiens in Meiri et al. 2008 & reptile database#",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parvoscincus_decipiens","max"
"Adam A","Pinoyscincus","abdictus","Scincidae","Terrestrial","Animalia","ChordataåÊ","Reptilia","Squamata","9.8","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on climate","No","No info- based on climate","No",NA,"http://reptile-database.reptarium.cz/species?genus=Pinoyscincus&species=abdictus&search_param=%28%28genus%3D%27pinoyscincus%27%29%29","synonym for Sphenomorphus_abdictus in Meiri et al. 2008 & reptile database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinoyscincus_abdictus","max"
"Adam A","Pinoyscincus","jagori","Scincidae","Terrestrial","Animalia","ChordataåÊ","Reptilia","Squamata","11","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on climate","No","No info- based on climate","No",NA,"http://reptile-database.reptarium.cz/species?genus=Pinoyscincus&species=jagori&search_param=%28%28genus%3D%27pinoyscincus%27%29%29","synonym for Sphenomorphus_jagori in Meiri et al. 2008 & reptile database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinoyscincus_jagori","max"
"Micky","Platymantis","banahao","Ceratobatrachidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","3.63","Brown, W. C., A. C. Alcala, and A. C. Diesmos. 1999.Four new species of the genus Platymantis (Amphibia: Ranidae) from Luzon Island, Philippines. Proceedings of the California Academy of Sciences, 4th Series51:449_460.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platymantis_banahao","max"
"Micky","Platymantis","corrugatus","Ceratobatrachidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","3.39","Siler, C. D., Alcala A. C., Diesmos A. C., & Brown R. M. (2009). A new species of limestone-forest frog, genus Platymantis (Amphibia: Anura: Ceratobatrachidae) from eastern Samar Island, Philippines. Herpetologica. 65, 92-104.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platymantis_corrugatus","max"
"Micky","Platymantis","dorsalis","Ceratobatrachidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","3.54","Siler, C. D., Alcala A. C., Diesmos A. C., & Brown R. M. (2009). A new species of limestone-forest frog, genus Platymantis (Amphibia: Anura: Ceratobatrachidae) from eastern Samar Island, Philippines. Herpetologica. 65, 92-104.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platymantis_dorsalis","max"
"Micky","Platymantis","luzonensis","Ceratobatrachidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","3.25","Brown, R. M., & Richards S. J. (2008). Two new frogs of the genus Platymantis (Anura: Ceratobatrachidae) from the Isabel Island group, Solomon Islands. Zootaxa. 1888, 47-68.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platymantis_luzonensis","max"
"Micky","Limnonectes","woodworthi","Dicroglossidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","6.95","Siler, C. D., McVay J. D., Diesmos A. C., & Brown R. M. (2009). A new species of fanged frog, genus Limnonectes (Amphibia: Anura: Dicroglossidae) from southeast Mindanao Island, Philippines. Herpetologica. 65, 105-114.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnonectes_woodworthi","max"
"Micky","Occidozyga","laevis","Dicroglossidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","4.8","Inger, R. F. and Stuebing, R. B. (2005). A Field Guide to the Frogs of Borneo, 2nd edition. Natural History Publications (Borneo), Kota Kinabalu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Occidozyga_laevis","max"
"Micky","Cophixalus","aenigma","Microhylidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","2.2","Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cophixalus_aenigma","max"
"Micky","Cophixalus","bombiens","Microhylidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","1.7","Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cophixalus_bombiens","max"
"Micky","Cophixalus","exiguus","Microhylidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","1.9","Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cophixalus_exiguus","max"
"Micky","Cophixalus","hosmeri","Microhylidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","1.6","Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cophixalus_hosmeri","max"
"Micky","Cophixalus","mcdonaldi","Microhylidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","2.6","Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cophixalus_mcdonaldi","max"
"Micky","Cophixalus","neglectus","Microhylidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","2.9","Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cophixalus_neglectus","max"
"Micky","Kaloula","kalingensis","Microhylidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","3.65","Taylor, E. H. (1922). ''Additions to the herpetological fauna of the Philippine Islands, I.'' Phillippine Journal of Science, 21, 161-206.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaloula_kalingensis","max"
"Micky","Hylarana","erythraea","Ranidae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura","7.8","Brown, W. C. and Alcala, A. C. (1970). ''Population ecology of the frog Rana erythraea in Southern Negros, Philippines.'' Copeia, 1970, 611-622.  åÊ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hylarana_erythraea","max"
"Micky","Philautus","surdus","Rhacophoridae","Terrestrial","Animalia","Chordata åÊ","Amphibia","Anura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philautus_surdus","max"
"Sally","Menidia","menidia","Atherinopsidae","Marine","Animalia","Chordata","Actinopterygii","Atheriniformes","15","fishbase","carnivore","fishbase","Y","oceanodromous","10-100km","migrates","swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","pelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Menidia_menidia","max, min"
"Sally","Clupea","harengus","Clupeidae","Marine","Animalia","Chordata","Actinopterygii","Clupeiformes","45","fishbase","carnivore","optional zooplanktivorous filter-feeder (fishbase)","Y","oceanodromous","10-100km",NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clupea_harengus","max"
"Sally","Engraulis","japonicus","Engraulidae","Marine","Animalia","Chordata","Actinopterygii","Clupeiformes","18","fishbase","omnivore","fishbase","Y","oceanodromous","10-100km",NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","pelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engraulis_japonicus","max, min"
"Sally","Fundulus","parvipinnis","Fundulidae","Marine","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","10.8","fishbase",NA,"fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fundulus_parvipinnis","max, min"
"Sally","Floridichthys","carpio","Cyprinodontidae","Freshwater","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","8","fishbase",NA,"fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floridichthys_carpio","max"
"Sally","Boreogadus","saida","Gadidae","Marine","Animalia","Chordata","Actinopterygii","Gadiformes","40","fishbase","carnivore","fishbase","Y","oceanodromous",NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boreogadus_saida","min"
"Sally","Dascyllus","aruanus","Pomacentridae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","10","fishbase","omnivore","fishbase","N",NA,"0-1km","reef associated","swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","reef-associated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dascyllus_aruanus","max, min"
"Sally","Halichoeres","dispilus","Labridae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","25","fishbase","carnivore","fishbase","N",NA,"0-1km","reef associated","swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","reef-associated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halichoeres_dispilus","max, min"
"Sally","Malacoctenus","zonifer","Labrisomidae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","8","fishbase","carnivore","fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malacoctenus_zonifer","max, min"
"Sally","Pachycara","brachycephalum","Zoarcidae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","35","fishbase",NA,"fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","bathydemersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pachycara_brachycephalum","max"
"Sally","Periophthalmus","kalolo","Gobiidae","Intertidal","Animalia","Chordata","Actinopterygii","Perciformes","14.1","fishbase","carnivore","fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","reef-associated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Periophthalmus_kalolo","max, min"
"Sally","Plagiotremus","azaleus","Blenniidae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","10","fishbase","carnivore","fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","reef-associated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plagiotremus_azaleus","max, min"
"Sally","Tautogolabrus","adspersus","Labridae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","38","fishbase",NA,"fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","reef-associated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tautogolabrus_adspersus","max, min"
"Sally","Thalassoma","lucasanum","Labridae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","15","fishbase","omnivore","fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","reef-associated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thalassoma_lucasanum","max, min"
"Sally","Trematomus","bernacchii","Nototheniidae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","28","fishbase","omnivore","fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trematomus_bernacchii","max"
"Sally","Trematomus","borchgrevinki","Nototheniidae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","28","fishbase","carnivore","fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","pelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trematomus_borchgrevinki","max"
"Sally","Trematomus","hansoni","Nototheniidae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","41","fishbase","carnivore","fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trematomus_hansoni","max"
"Sally","Zoarces","viviparus","Zoarcidae","Marine","Animalia","Chordata","Actinopterygii","Perciformes","52","fishbase","carnivore","fishbase","N",NA,NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zoarces_viviparus","max"
"Sally","Diplodus","vulgaris","Sparidae","Marine","Animalia","Chordata","ActinopterygiiåÊ","Perciformes","45","fishbase","carnivore","fishbase","Y","oceanodromous",NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diplodus_vulgaris","max"
"Sally","Diplodus","sargus","Sparidae","Marine","Animalia","Chordata","ActinopterygiiåÊ","Perciformes","45","fishbase","carnivore","fishbase","Y","oceanodromous",NA,NA,"swimming",NA,"N","unheard of for fish","N","unheard of for fish","N","demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diplodus_sargus","max"
"Miguel R.","Elgaria","coerulea","Anguidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elgaria_coerulea","max"
"Miguel R.","Elgaria","multicarinata","Anguidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elgaria_multicarinata","max, min"
"Miguel R.","Anniella","pulchra","Anniellidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","22.8","ADW U of Michigan","carnivore","ADW U of Michigan",NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anniella_pulchra","max"
"Miguel R.","Charina","bottae","Boidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charina_bottae","max"
"Miguel R.","Arizona","elegans","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","178","ADW U of Michigan","carnivore","ADW U of Michigan",NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona_elegans","max"
"Miguel R.","Chionactis","occipitalis","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chionactis_occipitalis","max"
"Miguel R.","Coluber","constrictor","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","191","ADW U of Michigan","carnivore","ADW U of Michigan",NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coluber_constrictor","max"
"Miguel R.","Lampropeltis","zonata","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","122.5","ADW U of Michigan","carnivore","ADW U of Michigan",NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lampropeltis_zonata","max"
"Miguel R.","Masticophis","anthonyi","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masticophis_anthonyi","max"
"Miguel R.","Masticophis","lateralis","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masticophis_lateralis","max"
"Miguel R.","Phyllorhynchus","decurtatus","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phyllorhynchus_decurtatus","max"
"Miguel R.","Pituophis","catenifer","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","275","ADW U of Michigan","carnivore","ADW U of Michigan",NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pituophis_catenifer","max"
"Miguel R.","Rhinocheilus","lecontei","Colubridae","Terrestrial","Animalia","Chordata","Reptilia","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,"slithering","Squamate slithering tetrapod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhinocheilus_lecontei","max"
