"log_prop_occupied","log_pol_equ_diff","abs_lat_mp","realm","dispersal_distance_continuous","log_maximum_body_size","rr_cells","metric","Class","Order","Family","Genus","Species","range","bias_in_uf"
-2.79466467393898,1.81156209652423,35.2312285305001,"Terrestrial",1,1.87180217690159,25,"mixed","Amphibia","Anura","Scaphiopodidae","Spea","hammondii","Spea_hammondii_IUCN",0.20078431372549
-1.417546904624,1.18308923588046,25.0030408015,"Terrestrial",1,2.39516427428714,169,"ct","Reptilia","Squamata","Scincidae","Sphenomorphus","incognitus","Sphenomorphus_incognitus_IUCN",0.361407405855111
-1.04505390354401,0.00219263987610874,19.7723983527519,"Terrestrial",1,2.34851402488245,565,"ct","Reptilia","Squamata","Scincidae","Sphenomorphus","indicus","Sphenomorphus_indicus_GARD",0.000770601068834087
-4.95347688025631,1.36431545440111,23.6924210402988,"Terrestrial",1,1.78507048107726,3,"ct","Reptilia","Squamata","Scincidae","Sphenomorphus","taiwanensis","Sphenomorphus_taiwanensis_GARD",0.0161835748792271
-7.07496319796604,1.43875054292149,41.179556441,"Marine",10,3.58351893845611,47,"lt","Actinopterygii","Tetraodontiformes","Tetradontidae","Sphoeroides","maculatus","Sphoeroides_maculatus_IUCN",0.00202865964158661
-1.43642770883579,1.33116384279475,55.4341617529814,"Terrestrial",1,-0.287682072451781,284,"mixed","Arachnida","Araneae","Linyphiidae","Stemonyphantes","lineatus","Stemonyphantes_lineatus_GBIF",0.495663512857836
-5.4553211153577,1.3166144404819,24.2243269205,"Terrestrial",1,1.94591014905531,1,"ct","Reptilia","Squamata","Lacertidae","Takydromus","hsuehshanensis","Takydromus_hsuehshanensis_IUCN",0.0140761300555114
-1.73741040470103,0.151373103302837,31.7394890015001,"Terrestrial",1,2.07944154167984,294,"ct","Reptilia","Squamata","Lacertidae","Takydromus","septentrionalis","Takydromus_septentrionalis_IUCN",0.0269154573343721
-0.937318099066231,-0.840226621221773,9.57302511200004,"Terrestrial",1,1.79175946922805,337,"ct","Reptilia","Squamata","Lacertidae","Takydromus","sexlineatus","Takydromus_sexlineatus_IUCN",-0.40952128465384
-1.75505810237763,0.754231974488867,40.7251326547012,"Terrestrial",1,3.13549421592915,82,"ct","Archelosauria","Testudines","Testudinidae","Testudo","hermanni","Testudo_hermanni_GARD",0.141731507928691
-4.82576503757929,1.0615264109704,8.63012459700005,"Marine",1000,2.70805020110221,46,"ct","Actinopterygii","Perciformes","Labridae","Thalassoma","lucasanum","Thalassoma_lucasanum_IUCN",0.0102053884005318
-2.48142838541168,0.224118685472417,43.8473643265,"Terrestrial",10,4.67282883446191,374,"ct","Reptilia","Squamata","Colubridae","Thamnophis","elegans","Thamnophis_elegans_IUCN",0.0200779727095517
-5.36129216570943,6.05208916892442,45.9666314635,"Terrestrial",10,4.24132675257075,31,"ct","Reptilia","Squamata","Colubridae","Thamnophis","ordinoides","Thamnophis_ordinoides_IUCN",0.99764705882353
-0.474538784411127,0.596154914572635,43.0123458415001,"Terrestrial",100,4.91998092582813,1096,"ct","Reptilia","Squamata","Colubridae","Thamnophis","sirtalis","Thamnophis_sirtalis_IUCN",0.434269434269434
-3.16093278956783,3.1378629497647,37.492573321,"Terrestrial",1,3.60549784517489,46,"ct","Reptilia","Squamata","Scincidae","Tiliqua","nigrolutea","Tiliqua_nigrolutea_IUCN",0.869658732434758
-0.793951879681911,0.966629997828683,30.0269519255,"Terrestrial",1,3.55534806148941,307,"ct","Reptilia","Squamata","Scincidae","Tiliqua","rugosa","Tiliqua_rugosa_IUCN",0.550404078754678
-2.41906008399041,-0.566046678265712,20.7333486045001,"Terrestrial",1,1.12492959698548,32,"mixed","Amphibia","Anura","Hylidae","Tlalocohyla","smithii","Tlalocohyla_smithii_IUCN",-0.0650675489385165
-1.100244942092,0.940368275249853,9.2217838977336,"Terrestrial",1,2.4248027257183,738,"ct","Reptilia","Squamata","Scincidae","Trachylepis","striata","Trachylepis_striata_GARD",0.412319644839068
-5.27811465923052,2.32238772029023,23.8421755472729,"Terrestrial",1,3.61091791264422,3,"ct","Reptilia","Squamata","Viperidae","Trimeresurus","gracilis","Trimeresurus_gracilis_GARD",0.0257703081232493
-1.16017018166754,1.20127413071879,21.4164819321931,"Terrestrial",1,4.31748811353631,321,"ct","Reptilia","Squamata","Viperidae","Trimeresurus","stejnegeri","Trimeresurus_stejnegeri_GARD",0.409155222638369
-1.21800433513019,-0.152062996396776,35.227160181,"Terrestrial",1,1.52974514352485,274,"ct","Reptilia","Squamata","Phrynosomatidae","Uta","stansburiana","Uta_stansburiana_IUCN",-0.045305814246162
-3.04452243772342,1.7730673362159,26.8527280279999,"Terrestrial",10,4.04305126783455,144,"ct","Reptilia","Squamata","Varanidae","Varanus","varius","Varanus_varius_IUCN",0.184486373165618
-2.66921036778595,0.966014167226581,30.6486560185,"Terrestrial",1,1.40976671730503,50,"ct","Reptilia","Squamata","Xantusiidae","Xantusia","vigilis","Xantusia_vigilis_IUCN",0.0728709394205439
-1.32650644274092,1.71985426243443,56.3022355925001,"Terrestrial",1,1.87180217690159,2220,"ct","Reptilia","Squamata","Lacertidae","Zootoca","vivipara","Zootoca_vivipara_IUCN",0.770129954335362
